ID,Name,Description,Contributor,Citation,Language_IDs,Media_IDs,Related
361942,"Yup'ik Dialect Atlas and Study: LAMP, LIGHT","This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>naniq</i>, B stands for <i>kenurraq</i>, and C stands for <i>kuman</i>.  
For the Yup’ik item—<i>Lamp, light</i>—Jacobson notes that <i>naniq</i> is used in the northern part of Yup’ik similar to Eskimo languages to the north, and <i>kenurraq</i> is mostly used in the southern part with a cognate found to the north in Naukanski meaning ‘candle’. <i>Kenurraq</i> and <i>kuman</i> are based on <i>eke-</i> ‘to burn’, and <i>kuman</i> is derived from <i>kuma-</i> ‘to be lit’ and <i>–n</i> ‘instrument’, according to the author.  He suggests that <i>Kuman</i> occurring in Upper Kuskokwim, Nunivak, and the Egegik area supports the E.W. Nelson version of the Aglurmiut hypothesis. Finally he notes that “the Chugach Alutiiq form is a direct nominalization of <i>kuma-</i>"" and speculates that this is not cognate to <i>kuman</i>. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>A</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> A</td>
</tr>
<tr>
<td> Sirenikski </td>
<td>A</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> A</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td> B/A</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> A </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> C</td>
</tr>
</table>",,,,42290224d8634950251eb3a5a5930be0,
362007,Yup'ik Dialect Atlas and Study: MAQIVIK (pronunciation),"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for pronounced with [v], B stands for pronounced with [w]. 
For the Yup’ik item—<i>Maqivik</i> (pronunciation)—Jacobson discusses the item assessing whether""<i>v</i> which is ungerminated between full vowels (i.e. not <i>e</i>) at a morpheme boundary"" pronounces as [v] or [w]. According to the map, the author points out that “peripheral GCY (with some exceptions) uses [v] and core GCY uses [w]”. Also, he notes that in Hooper Bay- Chevak <i>v</i> always is [v] and never [w]. One can compare a similar situation regarding to <i>y</i> and <i>s</i> at HEY YOU WHAT ARE YOU DOING? 
",,,,98bc68dc2c6bc9063e66e58029fec48a,
362046,Yup'ik Dialect Atlas and Study: MILK,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand.
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>amngaq</i>, B stands for <i>muluk'uuq</i>, and C stands for <i>malak'uuq</i>.  
For the Yup’ik item—<i>Milk</i>—Jacobson addresses the question concerning the word for ‘canned milk’, ‘milk in a carton’, etc. According to the author, a Russian loan word is used except in Norton Sound Unaliq which uses <i>amngaq</i> ‘breast milk’. <i>Malak'uuq</i>, used only in Nunivak, Nelson Is, and Stebbins, is a more common Russian pronunciation from the Russian source word <i>molokо́</i> and <i>muluk'uuq</i> has less Russian sounding. He suggests that the Russians who introduced ‘milk’ might have spoken minority dialect of Russian. Finally, he points out that in several areas there is <i>milek</i> from English and <i>milek’uuq</i> from a blend of English and Russian. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>*</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> *</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> *</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> *</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  *</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> B </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> B</td>
</tr>
</table>",,,,1f40afca95b1fead910c566167963a37,
361929,Yup'ik Dialect Atlas and Study: (STRAIGHT) KNIFE,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>cavik</i>, B stands for <i>caviggaq</i>, C stands for <i>uluaq</i>, D stands for <i>nuussiq</i>, and E stands for <i>luussiq</i>.  
For the Yup’ik item—<i>(Straight) knife</i>—Jacobson notes that the Russian loan word <i>nuussiq</i> and “semi-predicable Nunivak variant” <i>luussiq</i> has become the standard word for this type of knife in many areas, excluding <i>cavik</i> meaning ‘metal’ or ‘iron’ only. <i>Caviggaq</i>, literally ‘small <i>cavik</i>’, is ‘knife’ in most of the rest Yup’ik. <i>Uluaq</i> is used for “the straight or men’s style knife and semi-lunar or woman’s style knife” in the Canineq area.  
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>A</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> A</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> B</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> A</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  A</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> D </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> X</td>
</tr>
</table>",,,,10478d30709162b046396c0b6eddea86,
12188,North America: Washo: Contemporary,The polygons and points represent concentrations of first-language speakers of Washo languages. Polygons represent land or areas primarily occupied by first-language speakers whereas points show communities with varying numbers of speakers. This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.,,,was wash,,This folder (North America: Contemporary) contains other maps showing contemporary linguistic subgroups.  The maps may be overlaid on each other for a more complete picture.
112288,Early Slavs: Patterns in Tribal Names,This map shows the areas of Early Slavic settlement with paired ethnic names and regions of 'Slov-' tribal names.,,,,112446_geojson 112974_geojson 113028_geojson 113299_geojson 8641eac71a950077140391fcaa145d0d,
112290,East Slavic Tribal Unions at time of State Formation,,,,,113220_geojson c4f3ae88a6799a52f58a21ff503ae8b8,
112120,Northern Asia and Eastern Europe: Indo-European Languages,This map displays the locations where Indo-European languages are spoken throughout Northern Asia and Eastern Europe. The mixed areas indicate regions in which additional languages are spoken that cross language family boundaries. This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.,,,,219064_geojson 337844_geojson,
112241,Northern Asia: Chukotko-Kamchatkan Languages,"Limited to the far regions of northeastern Siberia, this map displays the locations where Chukotko-Kamchatkan languages are spoken throughout Northern Asia. The mixed areas indicate regions in which additional languages are spoken that cross language family boundaries.  This original map was made by vectorizing data from the [MultiTree](http://multitree.linguistlist.org/) language database and the Atlas of the World's Languages.",,,,313812_geojson,
362150,Yup'ik Dialect Atlas and Study: OLDER SISTER,"This map comes from a series of individual maps of Yup'ik dialect differences. The distribution maps have been created from survey results completed by bilingual teachers in 61 out of 68 Yup’ik villages. While the respective points may be the same in size, this does not reflect the population density: some villages can have less than fifty speakers while others have populations up to a thousand. 
Please note: The letters correspond to the map's original image. Thus, in this map, A stands for <i>al'qaq</i>, B stands for <i>alqaq</i>, C stands for <i>alleqaq</i>, and D stands for <i>al'aq</i>.  
For the Yup’ik item—<i>Older sister</i>—Jacobson discusses the variety forms of Yup’ik word for ‘older sister’. H states that <i>*aleqaq</i> must have been the original Yup’ik form comparing with Inupiaq, and the “hatted” <i>e</i> has been deleted to give <i>al'qaq</i> and therefore, <i>alqaq</i>, in and beyond areas “where a voiced fricative cannot precede a stop"". One can compare this to (IT) WILL SPILL. Also, he suggests that <i>alleqaq</i> in Norton Sound Unaliq may be “from a reinsertion of this ‘hatted’ <i>e</i> but with <i>l</i>               kept voiceless.” Finally, he points out that “<i>al’a</i> is a widespread casual or endearing form of the basic word” but may have replaced <i>alqaq</i> to a degree in the Lake Iliamna area. 
The table below shows Non-Yup'ik Languages that also share items of Yup'ik, the letters corresponding to the note above. The ones with an asterisk mean that there is no data found for the language. 
<table border=""1"">
<tr>
<th><b>Non-Yup’ik Languages</b></th>
<th><b> Notation</b> </th>
</tr>
<tr>
<td> North Alaskan Inupiaq</td>
<td>A</td>
</tr>
<tr>
<td> Seward Peninsula Inupiaq</td>
<td> X</td>
</tr>
<tr>
<td> Sirenikski </td>
<td> X</td>
</tr>
<tr>
<td> (Central) Siberian Yupik</td>
<td> X</td>
</tr>
<tr>
<td> Naukanski Yupik </td>
<td>  X</td>
</tr>
<tr>
<td> Konlag Alutiiq </td>
<td> A=B </td>
</tr>
<tr>
<td> Chugach Alutiiq </td>
<td> A</td>
</tr>
</table>",,,,653086796827d8aee3ffaf3b829b15b1,
12189,North America: Wintuan: Contemporary,The polygons and points represent concentrations of first-language speakers of Wintuan languages. Polygons represent land or areas primarily occupied by first-language speakers whereas points show communities with varying numbers of speakers. This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.,,,09x wint wit wit-hil wit-hpa wit-npa wit-pat wit-riv wit-rpa wit-shp wit-spa,,This folder (North America: Contemporary) contains other maps showing contemporary linguistic subgroups.  The maps may be overlaid on each other for a more complete picture.
12190,North America: Yokuts: Contemporary,The polygons and points represent concentrations of first-language speakers of Yokuts languages. Polygons represent land or areas primarily occupied by first-language speakers whereas points show communities with varying numbers of speakers. This original map was made by vectorizing data from the MultiTree language database and the Atlas of the World's Languages.,,,090 q1s qr0 yok yok-far yok-kin yok-nor yok-sou yok-tlw yok-val yoku,,This folder (North America: Contemporary) contains other maps showing contemporary linguistic subgroups.  The maps may be overlaid on each other for a more complete picture.
